V-Bias	14.870	14.551	14.258	13.959	13.642	13.361	13.044	
I-Bias	0.4726	0.4640	0.4533	0.4426	0.4326	0.4223	0.4118	
3.0	1.120e-07	1.108e-07	1.099e-07	1.092e-07	1.085e-07	1.078e-07	1.073e-07	
3.2	1.220e-07	1.210e-07	1.200e-07	1.192e-07	1.181e-07	1.173e-07	1.165e-07	
3.4	1.430e-07	1.420e-07	1.405e-07	1.390e-07	1.380e-07	1.365e-07	1.350e-07	
3.6	1.610e-07	1.595e-07	1.570e-07	1.560e-07	1.545e-07	1.530e-07	1.520e-07	
3.8	1.650e-07	1.635e-07	1.610e-07	1.590e-07	1.570e-07	1.555e-07	1.540e-07	
4.0	1.430e-07	1.410e-07	1.390e-07	1.370e-07	1.355e-07	1.340e-07	1.330e-07	
4.2	1.480e-07	1.460e-07	1.440e-07	1.420e-07	1.400e-07	1.380e-07	1.370e-07	
4.4	1.520e-07	1.500e-07	1.480e-07	1.460e-07	1.440e-07	1.430e-07	1.410e-07	
4.6	1.410e-07	1.390e-07	1.365e-07	1.350e-07	1.330e-07	1.310e-07	1.300e-07	
4.8	1.225e-07	1.210e-07	1.190e-07	1.170e-07	1.155e-07	1.140e-07	1.130e-07	
5.0	1.110e-07	1.095e-07	1.080e-07	1.070e-07	1.050e-07	1.040e-07	1.030e-07	
5.2	1.190e-07	1.180e-07	1.160e-07	1.145e-07	1.130e-07	1.110e-07	1.100e-07	
5.4	1.030e-07	1.020e-07	1.005e-07	9.905e-08	9.760e-08	9.620e-08	9.530e-08	
5.6	1.080e-07	1.070e-07	1.050e-07	1.038e-07	1.025e-07	1.013e-07	1.001e-07	
5.8	9.390e-08	9.280e-08	9.140e-08	9.020e-08	8.905e-08	8.780e-08	8.670e-08	
6.0	9.680e-08	9.560e-08	9.425e-08	9.295e-08	9.160e-08	9.040e-08	8.945e-08	
6.2	9.560e-08	9.425e-08	9.305e-08	9.170e-08	9.045e-08	8.950e-08	8.845e-08	
6.4	9.665e-08	9.540e-08	9.395e-08	9.265e-08	9.130e-08	9.015e-08	8.920e-08	
6.6	9.740e-08	9.625e-08	9.475e-08	9.340e-08	9.210e-08	9.105e-08	8.985e-08	
6.8	9.260e-08	9.150e-08	9.015e-08	8.895e-08	8.780e-08	8.685e-08	8.580e-08	
7.0	9.910e-08	9.770e-08	9.630e-08	9.490e-08	9.365e-08	9.260e-08	9.140e-08	
7.2	1.074e-07	1.060e-07	1.045e-07	1.030e-07	1.017e-07	1.005e-07	9.915e-08	
